HD 12661,HD 12661,HD 12661 c,1.57,499,1708,2.56,2002,The Ram,Visible through binoculars,7.4
HD 128311,HD 128311,HD 128311 b,2.18,692.9,448.6,1.099,2002,The Herdsman,Visible through binoculars,7.5
HD 128311,HD 128311,HD 128311 c,3.21,1020.2,919,1.76,2005,The Herdsman,Visible through binoculars,7.5
HD 155358,HD 155358,HD 155358 b,0.85,270.2,194.3,0.64,2007,The Hercules,Visible through binoculars,7.3
HD 128311,HD 128311,HD 155358 c,0.82,260.6,391.9,1.02,2007,The Hercules,Visible through binoculars,7.3
HD 169830,HD 169830,HD 169830 b,2.88,915.4,225.62,0.81,2000,The Archer,Faint to the naked eye,5.9
HD 169830,HD 169830,HD 169830 c,4.04,1284,2102,3.6,2003,The Archer,Faint to the naked eye,5.9
HD 183263,HD 183263,HD 183263 b,3.67,1166.4,626.5,1.51,2004,The Eagle,Visible through binoculars,7.9
HD 183263,HD 183263,HD 183263 c,3.82,1214.1,2950,4.25,2008,The Eagle,Visible through binoculars,7.9
HD 187123,HD 187123,HD 187123 b,0.52,165.3,3.1,0.0426,1998,The Swan,Visible through binoculars,7.9
HD 187123,HD 187123,HD 187123 c,1.99,632.5,3810,4.89,1998,The Swan,Visible through binoculars,7.9
HD 190360,HD 190360,HD 190360 b,1.5,477.4,2891,3.92,2003,The Swan,Faint to the naked eye,5.7
HD 190360,HD 190360,HD 190360 c,0.06,18.1,17.1,0.128,2005,The Swan,Faint to the naked eye,5.7
HD 217107,HD 217107,HD 217107 b,1.33,422.7,7.13,0.073,1998,The Fishes,Very faint to the naked eye,6.2
HD 217107,HD 217107,HD 217107 c,2.49,791.4,4210,5.27,1998,The Fishes,Very faint to the naked eye,6.2
HD 45364,HD 45364,HD 45364 b,0.19,59.5,226.93,0.6813,2008,The Great Dog,Visible through binoculars,8.1
HD 45364,HD 45364,HD 45364 c,0.66,209.1,342.85,0.8972,2008,The Great Dog,Visible through binoculars,8.1
HD 47186,HD 47186,HD 47186 b,0.07,22.8,4.08,0.05,2008,The Great Dog,Visible through binoculars,7.8
HD 47186,HD 47186,HD 47186 c,0.35,111.4,1353.6,2.395,2008,The Great Dog,Visible through binoculars,7.8
HD 60532,HD 60532,HD 60532 b,3.15,1001.2,201.83,0.77,2008,The Stern,Visible to the naked eye,4.5
HD 60532,HD 60532,HD 60532 c,7.46,2371,607.06,1.58,2008,The Stern,Visible to the naked eye,4.5
HD 73526,HD 73526,HD 73526 b,2.9,921.7,188.3,0.66,2002,The Sails,Visible through binoculars,9
HD 73526,HD 73526,HD 73526 c,2.5,794.6,377.8,1.05,2006,The Sails,Visible through binoculars,9
HD 74156,HD 74156,HD 74156 b,1.88,597.5,51.65,0.294,2003,The Female Water Snake,Visible through binoculars,7.6
HD 74156,HD 74156,HD 74156 c,8.03,2552.2,2476,3.4,2003,The Female Water Snake,Visible through binoculars,7.6
HD 82943,HD 82943,HD 82943 b,4.8,1525.6,442.4,1.19,2003,The Female Water Snake,Visible through binoculars,6.5
HD 82943,HD 82943,HD 82943 c,4.78,1519.2,219.3,0.746,2003,The Female Water Snake,Visible through binoculars,6.5
HIP 14810,HIP 14810,HIP 14810 b,3.88,1233.2,6.67,0.0692,2006,The Ram,Visible through binoculars,8.5
HIP 14810,HIP 14810,HIP 14810 c,1.28,406.8,147.73,0.545,2006,The Ram,Visible through binoculars,8.5
OGLE-06-109L,OGLE-06-109L,OGLE-06-109L b,0.73,231.1,1790,2.3,2008,The Scorpion,,
OGLE-06-109L,OGLE-06-109L,OGLE-06-109L c,0.27,86.1,4931,4.5,2008,The Scorpion,,
GJ 581,GJ 581,GJ 581 b,0.05,15.9,5.37,0.041,2005,The Scales,,10.6
GJ 581,GJ 581,GJ 581 c,0.02,5.4,12.92,0.073,2007,The Scales,,10.6
GJ 581,GJ 581,GJ 581 d,0.02,6,66.64,0.22,2007,The Scales,,10.6
Gliese 876,Gliese 876,Gliese 876 b,1.93,612.5,61.03,0.208317,2000,The Water Bearer,,10.2
Gliese 876,Gliese 876,Gliese 876 c,0.64,202.5,30.23,0.12959,2000,The Water Bearer,,10.2
Gliese 876,Gliese 876,Gliese 876 d,0.02,5.4,1.94,0.02080665,2005,The Water Bearer,,10.2
HD 181433,HD 181433,HD 181433 b,0.02,7.6,9.37,0.08,2008,The Peacock,Visible through binoculars,8.4
HD 181433,HD 181433,HD 181433 c,0.64,203.4,962,1.76,2008,The Peacock,Visible through binoculars,8.4
HD 181433,HD 181433,HD 181433 d,0.54,171.6,2172,3,2008,The Peacock,Visible through binoculars,8.4
HD 37124,HD 37124,HD 37124 b,0.68,214.5,154.38,0.53364,1999,The Bull,Visible through binoculars,7.7
HD 37124,HD 37124,HD 37124 c,0.65,207.2,885.5,1.71,2005,The Bull,Visible through binoculars,7.7
HD 37124,HD 37124,HD 37124 d,0.7,221.2,1862,2.807,2003,The Bull,Visible through binoculars,7.7
HD 40307,HD 40307,HD 40307 b,0.01,4,4.31,0.0468,2008,The Painter's Easel,Visible through binoculars,7.2
HD 40307,HD 40307,HD 40307 c,0.02,6.6,9.62,0.0799,2008,The Painter's Easel,Visible through binoculars,7.2
HD 40307,HD 40307,HD 40307 d,0.03,9.5,20.43,0.1321,2008,The Painter's Easel,Visible through binoculars,7.2
HD 69830,HD 69830,HD 69830 b,0.033,10.5,8.667,0.0785,2006,The Stern,Faint to the naked eye,6
HD 69830,HD 69830,HD 69830 c,0.038,12.1,31.56,0.186,2006,The Stern,Faint to the naked eye,6
HD 69830,HD 69830,HD 69830 d,0.06,18.4,197,0.63,2006,The Stern,Faint to the naked eye,6
HR 8799,HR 8799,HR 8799 b,7,2224.8,164250,68,2008,The Winged Horse,Faint to the naked eye,6
HR 8799,HR 8799,HR 8799 c,10,3178.3,82145,42.9,2008,The Winged Horse,Faint to the naked eye,6
HR 8799,HR 8799,HR 8799 d,10,3178.3,41054,27,2008,The Winged Horse,Faint to the naked eye,6
PSR 1257 12,PSR 1257+12,PSR 1257 12 b,0.00007,0.022,25.26,0.19,1992,The Maiden,,
PSR 1257 12,PSR 1257+12,PSR 1257 12 c,0.01,4.1,66.54,0.36,1992,The Maiden,,
PSR 1257 12,PSR 1257+12,PSR 1257 12 d,0.01,3.8,98.21,0.46,1992,The Maiden,,
upsilon Andromedae,upsilon Andromedae,upsilon Andromedae b,0.62,197.1,4.62,0.059,1996,The Chained Maiden,Visible to the naked eye,4.1
upsilon Andromedae,upsilon Andromedae,upsilon Andromedae c,1.8,572.1,237.7,0.861,1999,The Chained Maiden,Visible to the naked eye,4.1
upsilon Andromedae,upsilon Andromedae,upsilon Andromedae d,10.19,3238.7,1302.61,2.55,1999,The Chained Maiden,Visible to the naked eye,4.1
mu Arae,mu Arae,mu Arae b,1.68,532.7,643.25,1.5,2000,The Altar,Visible to the naked eye,5.2
mu Arae,mu Arae,mu Arae c,0.03,10.6,9.64,0.09094,2004,The Altar,Visible to the naked eye,5.2
mu Arae,mu Arae,mu Arae d,0.52,165.9,310.55,0.921,2004,The Altar,Visible to the naked eye,5.2
mu Arae,mu Arae,mu Arae e,1.81,576.5,4205.8,5.235,2006,The Altar,Visible to the naked eye,5.2
55 Cancri,55 Cancri,55 Cancri b,0.8,254.3,14.65,0.1134,1996,The Crab,Faint to the naked eye,6
55 Cancri,55 Cancri,55 Cancri c,0.17,53.7,44.34,0.2403,2002,The Crab,Faint to the naked eye,6
55 Cancri,55 Cancri,55 Cancri d,3.84,1218.9,5218,5.76,2002,The Crab,Faint to the naked eye,6
55 Cancri,55 Cancri,55 Cancri e,0.03,8.3,0.74,0.0156,2004,The Crab,Faint to the naked eye,6
55 Cancri,55 Cancri,55 Cancri f,0.14,45.8,260.7,0.781,2007,The Crab,Faint to the naked eye,6
